type,exam_type,subject,chapter,year,difficulty,content,options,answer,explanation
SINGLE,二建,专业实务,施工1.1,2024,2,"根据《建设工程项目管理规范》，项目管理目标责任书应在项目实施之前，由（  ）与项目负责人协商制定。","{""A"":""企业董事会"",""B"":""企业法定代表人"",""C"":""企业项目经理部"",""D"":""企业技术负责人"",""E"":""企业战略部门"",""F"":""企业人力资源部门""}","B","项目管理目标责任书应在项目实施之前，由企业法定代表人与项目负责人协商制定。正确答案B。"
SINGLE,二建,专业实务,施工2.1,2023,2,"关于施工组织设计编制程序的说法，正确的是（  ）。","{""A"":""编制施工组织设计前，应先编制施工方案"",""B"":""施工组织设计编制完成后，应先报总监理工程师审批"",""C"":""重点、难点分部分项工程施工方案须经企业技术负责人审批"",""D"":""危险性较大的分部分项工程专项方案须经建设单位审批"",""E"":""施工组织总设计应由项目经理主持编制"",""F"":""单位工程施工组织设计应由项目技术负责人主持编制""}","C","重点、难点分部分项工程施工方案须经企业技术负责人审批，选项C正确。正确答案C。"
SINGLE,二建,专业实务,施工3.1,2024,3,"关于建设工程项目总进度目标论证的说法，正确的是（  ）。","{""A"":""总进度目标论证的核心工作是分析论证计划期内的资金投放计划"",""B"":""总进度目标论证应先进行项目结构分析，再进行进度计划系统的结构分析"",""C"":""大型建设工程总进度目标论证的核心内容是编制总进度纲要"",""D"":""总进度纲要不包括各子系统进度规划"",""E"":""项目实施阶段的总进度只是施工进度"",""F"":""论证时应调查研究和收集资料，不包括类似项目进度资料""}","C","总进度目标论证的核心工作是编制总进度纲要，选项C正确。正确答案C。"
SINGLE,二建,专业实务,法规1.1,2024,2,"根据《建筑法》，申请领取施工许可证应具备的条件不包括（  ）。","{""A"":""已经办理该建筑工程用地批准手续"",""B"":""有满足施工需要的资金安排"",""C"":""有保证工程质量和安全的具体措施"",""D"":""已经委托具有相应资质的监理单位"",""E"":""有具备法定执业资格的项目负责人"",""F"":""消防设计图纸已通过审查""}","D","《建筑法》申请施工许可证的条件中，委托监理不是必备条件，选项D错误。正确答案D。"
SINGLE,二建,专业实务,法规2.1,2023,2,"根据《招标投标法》，下列情形中，招标人应当拒收投标文件的是（  ）。","{""A"":""投标文件的密封不符合要求"",""B"":""投标人名称与资格预审时不一致"",""C"":""逾期送达的投标文件"",""D"":""联合体投标未附联合体各方共同投标协议的"",""E"":""投标报价低于成本价的"",""F"":""投标文件未按要求密封""}","C","逾期送达的投标文件，招标人应当拒收，选项C正确。正确答案C。"
SINGLE,二建,专业实务,法规3.1,2024,2,"根据《建设工程质量管理条例》，关于建设工程质量保修的说法，正确的是（  ）。","{""A"":""装修工程的最低保修期限为2年"",""B"":""屋面防水工程的保修期限为5年"",""C"":""电气管线工程的保修期限为2年"",""D"":""给排水工程的保修期限为2年"",""E"":""保温工程的保修期限为5年"",""F"":""外墙防渗漏的保修期限为5年""}","C","电气管线工程的最低保修期限为2年，选项C正确。正确答案C。"
SINGLE,二建,专业实务,施工4.1,2024,2,"关于施工质量控制措施的说法，正确的是（  ）。","{""A"":""施工质量控制实行样板制，样板经监理工程师认可后方可大面积施工"",""B"":""工序施工效果控制是对工序交接检验的控制"",""C"":""成品保护措施主要有防护、包裹、覆盖、封闭等方法"",""D"":""项目质量计划应由项目经理组织编制"",""E"":""施工质量记录应以项目部为主填写"",""F"":""隐蔽工程验收应在工程隐蔽前24h通知监理工程师""}","C","成品保护措施主要有防护、包裹、覆盖、封闭等方法，选项C正确。正确答案C。"
SINGLE,二建,专业实务,施工5.1,2023,3,"关于施工成本管理的说法，正确的是（  ）。","{""A"":""施工成本计划是施工成本控制的指导性文件"",""B"":""施工成本预测是施工成本决策的前提"",""C"":""施工成本考核是施工成本计划的基础"",""D"":""施工成本分析贯穿于施工成本管理的全过程"",""E"":""施工成本控制的第一步是比较预算成本与实际成本"",""F"":""赢得值法只能用于进度和成本联合控制""}","A","施工成本计划是施工成本控制的指导性文件，选项A正确。正确答案A。"
SINGLE,二建,专业实务,市政7.1,2024,2,"关于城镇供热管道施工的说法，正确的是（  ）。","{""A"":""管道对接时，管道的高程偏差不应大于10mm"",""B"":""供热管道补偿器安装应在管道安装固定后才可进行"",""C"":""管道接头应在管网试压、保温施工之后进行"",""D"":""直埋蒸汽管道应设置排潮管，排潮管坡度不应小于1%"",""E"":""管道保温层厚度大于100mm时，应分层施工"",""F"":""阀门安装应检查填料，压盖应留有调节余量""}","D","直埋蒸汽管道应设置排潮管，排潮管坡度不应小于1%，选项D正确。正确答案D。"
SINGLE,二建,专业实务,市政8.1,2023,2,"关于测量放线的说法，正确的是（  ）。","{""A"":""城镇道路施工测量应采用附和导线进行控制"",""B"":""施工测量控制网应遵循先整体后局部、高精度控制低精度的原则"",""C"":""开工前应对基准点进行复测，复测合格后可投入使用"",""D"":""施工测量记录应保存电子档案，纸质记录可不再保留"",""E"":""里程桩的设置间距一般不应大于50m"",""F"":""曲线测设常用偏角法、切线支距法、极坐标法等""}","F","曲线测设常用偏角法、切线支距法、极坐标法等，选项F正确。正确答案F。"
SINGLE,二建,专业实务,市政9.1,2024,3,"关于水池满水试验的说法，正确的是（  ）。","{""A"":""满水试验注水应分三次进行，每次注水为设计水深的1/3"",""B"":""注水时水位上升速度不宜超过2m/d"",""C"":""相邻两次注水间隔时间不应小于24h"",""D"":""池内注水达到设计深度24h后开始测读水位初读数"",""E"":""蒸发量测定应在池内注满水的同时进行"",""F"":""渗水量按池壁浸湿面积计算，不包括池底""}","B","注水时水位上升速度不宜超过2m/d，选项B正确。正确答案B。"
SINGLE,二建,专业实务,市政10.1,2023,2,"关于燃气管道强度试验的说法，正确的是（  ）。","{""A"":""试验介质为空气或氮气"",""B"":""设计压力PN0.4MPa时，试验压力为设计压力的1.5倍"",""C"":""严密性试验应在强度试验合格后进行"",""D"":""试验管段最大长度不宜超过1000m"",""E"":""环境温度不宜低于5℃"",""F"":""试验过程中如有泄漏，不得带压修补""}","C","严密性试验应在强度试验合格后进行，选项C正确。正确答案C。"
SINGLE,二建,专业实务,法规4.1,2024,2,"根据《建设工程安全生产管理条例》，关于特种作业人员的说法，正确的是（  ）。","{""A"":""特种作业人员须年满18周岁且不超过国家法定退休年龄"",""B"":""特种作业人员须取得《中华人民共和国特种作业操作证》"",""C"":""特种作业人员离岗6个月以上重新上岗前不必重新考核"",""D"":""企业应建立特种作业人员档案"",""E"":""特种作业操作证有效期为3年"",""F"":""特种作业操作证在全国范围内有效""}","A","特种作业人员须年满18周岁且不超过国家法定退休年龄，选项A正确。正确答案A。"
SINGLE,二建,专业实务,法规5.1,2023,2,"根据《民法典》合同编，关于建设工程合同的的说法，正确的是（  ）。","{""A"":""建设工程合同应当采用书面形式"",""B"":""承包人不得将工程主体结构的施工分包给第三人"",""C"":""分包工程须经建设单位认可，但主体结构施工不可分包"",""D"":""建设工程合同无效但工程验收合格的，承包人应参照合同约定支付工程款"",""E"":""承包人将建设工程转包的，发包人有权解除合同"",""F"":""建设工程合同中不得约定承包人垫资施工""}","A","建设工程合同应当采用书面形式，选项A正确。正确答案A。"
SINGLE,二建,专业实务,施工6.1,2024,3,"关于建设工程文件归档的说法，正确的是（  ）。","{""A"":""归档的工程文件应为原件，内容必须真实、准确"",""B"":""工程文件的内容及其深度须符合国家技术规范的要求"",""C"":""工程文件可使用打印方式，但须经相关人员签字"",""D"":""归档的工程文件必须使用碳素墨水书写"",""E"":""利用施工图改绘竣工图时，施工图变更部分须另出图"",""F"":""工程竣工验收前须完成竣工图的绘制""}","A","归档的工程文件应为原件，内容必须真实、准确，选项A正确。正确答案A。"
